ID,name,description,url,created,last modified,version,contributors,associated_groups,associated groups citations
G0035,Dragonfly,"[Dragonfly](https://attack.mitre.org/groups/G0035) is a cyber espionage group that has been active since at least 2011. They initially targeted defense and aviation companies but shifted to focus to include the energy sector in early 2013. They have also targeted companies related to industrial control systems. (Citation: Symantec Dragonfly)(Citation: Secureworks IRON LIBERTY July 2019)

A similar group emerged in 2015 and was identified by Symantec as [Dragonfly 2.0](https://attack.mitre.org/groups/G0074). There is debate over the extent of the overlap between [Dragonfly](https://attack.mitre.org/groups/G0035) and [Dragonfly 2.0](https://attack.mitre.org/groups/G0074), but there is sufficient evidence to lead to these being tracked as two separate groups. (Citation: Symantec Dragonfly Sept 2017)(Citation: Fortune Dragonfly 2.0 Sept 2017)(Citation: Dragos DYMALLOY )",https://attack.mitre.org/groups/G0035,31-May-17,6-Apr-21,2,,"Crouching Yeti, Energetic Bear, IRON LIBERTY, TG-4192","(Citation: Secureworks IRON LIBERTY July 2019), (Citation: Symantec Dragonfly)(Citation: Secureworks IRON LIBERTY July 2019)(Citation: Secureworks MCMD July 2019)(Citation: Secureworks Karagany July 2019), (Citation: Secureworks IRON LIBERTY July 2019)(Citation: Secureworks MCMD July 2019)(Citation: Secureworks Karagany July 2019), (Citation: Secureworks IRON LIBERTY July 2019)"
G0074,Dragonfly 2.0,"[Dragonfly 2.0](https://attack.mitre.org/groups/G0074) is a suspected Russian group that has targeted government entities and multiple U.S. critical infrastructure sectors since at least December 2015. (Citation: US-CERT TA18-074A) (Citation: Symantec Dragonfly Sept 2017) There is debate over the extent of overlap between [Dragonfly 2.0](https://attack.mitre.org/groups/G0074) and [Dragonfly](https://attack.mitre.org/groups/G0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (Citation: Fortune Dragonfly 2.0 Sept 2017)(Citation: Dragos DYMALLOY )",https://attack.mitre.org/groups/G0074,17-Oct-18,26-Apr-21,2,,"Berserk Bear, DYMALLOY, IRON LIBERTY","(Citation: Fortune Dragonfly 2.0 Sept 2017), (Citation: Dragos DYMALLOY ), (Citation: Secureworks MCMD July 2019)(Citation: Secureworks IRON LIBERTY)"
G0031,Dust Storm,"[Dust Storm](https://attack.mitre.org/groups/G0031) is a threat group that has targeted multiple industries in Japan, South Korea, the United States, Europe, and several Southeast Asian countries. (Citation: Cylance Dust Storm)",https://attack.mitre.org/groups/G0031,31-May-17,22-Mar-19,1,,,
G0066,Elderwood,"[Elderwood](https://attack.mitre.org/groups/G0066) is a suspected Chinese cyber espionage group that was reportedly responsible for the 2009 Google intrusion known as Operation Aurora. (Citation: Security Affairs Elderwood Sept 2012) The group has targeted defense organizations, supply chain manufacturers, human rights and nongovernmental organizations (NGOs), and IT service providers. (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)",https://attack.mitre.org/groups/G0066,18-Apr-18,2-Mar-21,1.2,"Valerii Marchuk, Cybersecurity Help s.r.o.","Beijing Group, Elderwood Gang, Sneaky Panda","(Citation: CSM Elderwood Sept 2012), (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012), (Citation: CSM Elderwood Sept 2012)"
G0020,Equation,[Equation](https://attack.mitre.org/groups/G0020) is a sophisticated threat group that employs multiple remote access tools. The group is known to use zero-day exploits and has developed the capability to overwrite the firmware of hard disk drives. (Citation: Kaspersky Equation QA),https://attack.mitre.org/groups/G0020,31-May-17,29-Jun-20,1.2,,,
G0120,Evilnum,[Evilnum](https://attack.mitre.org/groups/G0120) is a financially motivated threat group that has been active since at least 2018.(Citation: ESET EvilNum July 2020),https://attack.mitre.org/groups/G0120,22-Jan-21,27-Apr-21,1,,,
G0051,FIN10,[FIN10](https://attack.mitre.org/groups/G0051) is a financially motivated threat group that has targeted organizations in North America since at least 2013 through 2016. The group uses stolen data exfiltrated from victims to extort organizations. (Citation: FireEye FIN10 June 2017),https://attack.mitre.org/groups/G0051,14-Dec-17,28-Mar-20,1.2,,,
G0085,FIN4,"[FIN4](https://attack.mitre.org/groups/G0085) is a financially-motivated threat group that has targeted confidential information related to the public financial market, particularly regarding healthcare and pharmaceutical companies, since at least 2013.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye FIN4 Stealing Insider NOV 2014) [FIN4](https://attack.mitre.org/groups/G0085) is unique in that they do not infect victims with typical persistent malware, but rather they focus on capturing credentials authorized to access email and other non-public correspondence.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye Hacking FIN4 Video Dec 2014)",https://attack.mitre.org/groups/G0085,31-Jan-19,23-Jun-20,1.1,,,
G0053,FIN5,"[FIN5](https://attack.mitre.org/groups/G0053) is a financially motivated threat group that has targeted personally identifiable information and payment card information. The group has been active since at least 2008 and has targeted the restaurant, gaming, and hotel industries. The group is made up of actors who likely speak Russian. (Citation: FireEye Respond Webinar July 2017) (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)",https://attack.mitre.org/groups/G0053,16-Jan-18,19-Mar-20,1.1,Walker Johnson,,
G0037,FIN6,[FIN6](https://attack.mitre.org/groups/G0037) is a cyber crime group that has stolen payment card data and sold it for profit on underground marketplaces. This group has aggressively targeted and compromised point of sale (PoS) systems in the hospitality and retail sectors.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019),https://attack.mitre.org/groups/G0037,31-May-17,28-Dec-20,3.1,"Center for Threat-Informed Defense (CTID); Drew Church, Splunk","ITG08, Magecart Group 6, SKELETON SPIDER","(Citation: Security Intelligence More Eggs Aug 2019), (Citation: Security Intelligence ITG08 April 2020), (Citation: Crowdstrike Global Threat Report Feb 2018)"
G0046,FIN7,"[FIN7](https://attack.mitre.org/groups/G0046) is a financially-motivated threat group that has primarily targeted the U.S. retail, restaurant, and hospitality sectors since mid-2015. They often use point-of-sale malware. A portion of [FIN7](https://attack.mitre.org/groups/G0046) was run out of a front company called Combi Security. [FIN7](https://attack.mitre.org/groups/G0046) is sometimes referred to as [Carbanak](https://attack.mitre.org/groups/G0008) Group, but these appear to be two groups using the same [Carbanak](https://attack.mitre.org/software/S0030) malware and are therefore tracked separately. (Citation: FireEye FIN7 March 2017) (Citation: FireEye FIN7 April 2017) (Citation: FireEye CARBANAK June 2017) (Citation: FireEye FIN7 Aug 2018)",https://attack.mitre.org/groups/G0046,31-May-17,22-Oct-20,1.5,,,
G0061,FIN8,"[FIN8](https://attack.mitre.org/groups/G0061) is a financially motivated threat group known to launch tailored spearphishing campaigns targeting the retail, restaurant, and hospitality industries. (Citation: FireEye Obfuscation June 2017) (Citation: FireEye Fin8 May 2016)",https://attack.mitre.org/groups/G0061,18-Apr-18,9-Feb-21,1.1,,,
G0117,Fox Kitten,"[Fox Kitten](https://attack.mitre.org/groups/G0117) is threat actor with a suspected nexus to the Iranian government that has been active since at least 2017 against entities in the Middle East, North Africa, Europe, Australia, and North America. [Fox Kitten](https://attack.mitre.org/groups/G0117) has targeted multiple industrial verticals including oil and gas, technology, government, defense, healthcare, manufacturing, and engineering.(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: Dragos PARISITE )(Citation: ClearSky Pay2Kitten December 2020)",https://attack.mitre.org/groups/G0117,21-Dec-20,20-Apr-21,1,,"PIONEER KITTEN, Parisite, UNC757","(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: CISA AA20-259A Iran-Based Actor September 2020), (Citation: Dragos PARISITE )(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020), (Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)"
G0101,Frankenstein,[Frankenstein](https://attack.mitre.org/groups/G0101) is a campaign carried out between January and April 2019 by unknown threat actors. The campaign name comes from the actors' ability to piece together several unrelated components.(Citation: Talos Frankenstein June 2019)  ,https://attack.mitre.org/groups/G0101,11-May-20,28-May-20,1,,,
G0093,GALLIUM,"[GALLIUM](https://attack.mitre.org/groups/G0093) is a group that has been active since at least 2012, primarily targeting high-profile telecommunications networks. [GALLIUM](https://attack.mitre.org/groups/G0093) has been identified in some reporting as likely a Chinese state-sponsored group, based in part on tools used and TTPs commonly associated with Chinese threat actors.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)",https://attack.mitre.org/groups/G0093,18-Jul-19,23-Apr-21,2,"Cybereason Nocturnus, @nocturnus; Daniyal Naeem, BT Security",Operation Soft Cell,(Citation: Cybereason Soft Cell June 2019)
G0036,GCMAN,[GCMAN](https://attack.mitre.org/groups/G0036) is a threat group that focuses on targeting banks for the purpose of transferring money to e-currency services. (Citation: Securelist GCMAN),https://attack.mitre.org/groups/G0036,31-May-17,30-Mar-20,1.1,,,
G0115,GOLD SOUTHFIELD,[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) is a financially motivated threat group active since at least 2019 that operates the [REvil](https://attack.mitre.org/software/S0496) Ransomware-as-a Service (RaaS). [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) provides backend infrastructure for affiliates recruited on underground forums to perpetrate high value deployments.(Citation: Secureworks REvil September 2019)(Citation: Secureworks GandCrab and REvil September 2019)(Citation: Secureworks GOLD SOUTHFIELD),https://attack.mitre.org/groups/G0115,22-Sep-20,26-Apr-21,1.1,"Thijn Bukkems, Amazon",,
G0084,Gallmaker,"[Gallmaker](https://attack.mitre.org/groups/G0084) is a cyberespionage group that has targeted victims in the Middle East and has been active since at least December 2017. The group has mainly targeted victims in the defense, military, and government sectors.(Citation: Symantec Gallmaker Oct 2018)",https://attack.mitre.org/groups/G0084,30-Jan-19,30-Mar-20,1.1,,,
G0047,Gamaredon Group,"[Gamaredon Group](https://attack.mitre.org/groups/G0047) is a threat group that has been active since at least 2013 and has targeted individuals likely involved in the Ukrainian government. The name [Gamaredon Group](https://attack.mitre.org/groups/G0047) comes from a misspelling of the word ""Armageddon"", which was detected in the adversary's early campaigns.(Citation: Palo Alto Gamaredon Feb 2017)(Citation: TrendMicro Gamaredon April 2020)(Citation: ESET Gamaredon June 2020)",https://attack.mitre.org/groups/G0047,31-May-17,20-Jan-21,1.2,ESET; Trend Micro Incorporated,,
G0078,Gorgon Group,"[Gorgon Group](https://attack.mitre.org/groups/G0078) is a threat group consisting of members who are suspected to be Pakistan-based or have other connections to Pakistan. The group has performed a mix of criminal and targeted attacks, including campaigns against government organizations in the United Kingdom, Spain, Russia, and the United States. (Citation: Unit 42 Gorgon Group Aug 2018)",https://attack.mitre.org/groups/G0078,17-Oct-18,9-Feb-21,1.4,,,
G0043,Group5,"[Group5](https://attack.mitre.org/groups/G0043) is a threat group with a suspected Iranian nexus, though this attribution is not definite. The group has targeted individuals connected to the Syrian opposition via spearphishing and watering holes, normally using Syrian and Iranian themes. [Group5](https://attack.mitre.org/groups/G0043) has used two commonly available remote access tools (RATs), [njRAT](https://attack.mitre.org/software/S0385) and [NanoCore](https://attack.mitre.org/software/S0336), as well as an Android RAT, DroidJack. (Citation: Citizen Lab Group5)",https://attack.mitre.org/groups/G0043,31-May-17,30-Mar-20,1.2,,,
G0125,HAFNIUM,"[HAFNIUM](https://attack.mitre.org/groups/G0125) is a likely state-sponsored cyber espionage group operating out of China that has been active since at least January 2021. [HAFNIUM](https://attack.mitre.org/groups/G0125) primarily targets entities in the US across a number of industry sectors, including infectious disease researchers, law firms, higher education institutions, defense contractors, policy think tanks, and NGOs.(Citation: Microsoft HAFNIUM March 2020)(Citation: Volexity Exchange Marauder March 2021)",https://attack.mitre.org/groups/G0125,3-Mar-21,25-Apr-21,1,"Daniyal Naeem, BT Security; Harshal Tupsamudre, Qualys; Matt Brenton, Zurich Insurance Group; Mayuresh Dani, Qualys",Operation Exchange Marauder,(Citation: Volexity Exchange Marauder March 2021)
G0126,Higaisa,"[Higaisa](https://attack.mitre.org/groups/G0126) is a threat group suspected to have South Korean origins. [Higaisa](https://attack.mitre.org/groups/G0126) has targeted government, public, and trade organizations in North Korea; however, they have also carried out attacks in China, Japan, Russia, Poland, and other nations. [Higaisa](https://attack.mitre.org/groups/G0126) was first disclosed in early 2019 but is assessed to have operated as early as 2009.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)(Citation: PTSecurity Higaisa 2020)",https://attack.mitre.org/groups/G0126,5-Mar-21,22-Apr-21,1,"Daniyal Naeem, BT Security",,
G0072,Honeybee,"[Honeybee](https://attack.mitre.org/groups/G0072) is a campaign led by an unknown actor that targets humanitarian aid organizations and has been active in Vietnam, Singapore, Argentina, Japan, Indonesia, and Canada. It has been an active operation since August of 2017 and as recently as February 2018. (Citation: McAfee Honeybee)",https://attack.mitre.org/groups/G0072,17-Oct-18,23-Jul-20,1.1,,,
G0100,Inception,"[Inception](https://attack.mitre.org/groups/G0100) is a cyber espionage group active since at least 2014. The group has targeted multiple industries and governmental entities primarily in Russia, but has also been active in the United States and throughout Europe, Asia, Africa, and the Middle East.(Citation: Unit 42 Inception November 2018)(Citation: Symantec Inception Framework March 2018)(Citation: Kaspersky Cloud Atlas December 2014)",https://attack.mitre.org/groups/G0100,8-May-20,20-May-20,1,"Oleg Skulkin, Group-IB","Cloud Atlas, Inception Framework","(Citation: Kaspersky Cloud Atlas December 2014), (Citation: Symantec Inception Framework March 2018)"
G0119,Indrik Spider,[Indrik Spider](https://attack.mitre.org/groups/G0119) is a financially motivated threat group that has leveraged the Dridex banking trojan since at least June 2014 and delivered ransomware variants since 2017.(Citation: Crowdstrike Indrik November 2018) ,https://attack.mitre.org/groups/G0119,6-Jan-21,20-Apr-21,1,,,
G0004,Ke3chang,"[Ke3chang](https://attack.mitre.org/groups/G0004) is a threat group attributed to actors operating out of China. [Ke3chang](https://attack.mitre.org/groups/G0004) has targeted several industries, including oil, government, military, and more. (Citation: Villeneuve et al 2014) (Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018)",https://attack.mitre.org/groups/G0004,31-May-17,29-Mar-21,1.3,,"APT15, GREF, Mirage, Playful Dragon, RoyalAPT, Vixen Panda","(Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018), (Citation: APT15 Intezer June 2018), (Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018)"
G0094,Kimsuky,"[Kimsuky](https://attack.mitre.org/groups/G0094) is a North Korean-based threat group that has been active since at least September 2013. The group initially focused on targeting Korean think tanks and DPRK/nuclear-related targets, expanding recently to the United States, Russia, and Europe. The group was attributed as the actor behind the Korea Hydro & Nuclear Power Co. compromise.(Citation: EST Kimsuky April 2019)(Citation: BRI Kimsuky April 2019)(Citation: Cybereason Kimsuky November 2020)",https://attack.mitre.org/groups/G0094,26-Aug-19,23-Apr-21,2,,"Black Banshee, Thallium, Velvet Chollima","(Citation: Cybereason Kimsuky November 2020), (Citation: Cybereason Kimsuky November 2020), (Citation: Zdnet Kimsuky Dec 2018)(Citation: ThreatConnect Kimsuky September 2020)"
G0032,Lazarus Group,"[Lazarus Group](https://attack.mitre.org/groups/G0032) is a threat group that has been attributed to the North Korean government.(Citation: US-CERT HIDDEN COBRA June 2017) The group has been active since at least 2009 and was reportedly responsible for the November 2014 destructive wiper attack against Sony Pictures Entertainment as part of a campaign named Operation Blockbuster by Novetta. Malware used by [Lazarus Group](https://attack.mitre.org/groups/G0032) correlates to other reported campaigns, including Operation Flame, Operation 1Mission, Operation Troy, DarkSeoul, and Ten Days of Rain. (Citation: Novetta Blockbuster) In late 2017, [Lazarus Group](https://attack.mitre.org/groups/G0032) used KillDisk, a disk-wiping tool, in an attack against an online casino based in Central America. (Citation: Lazarus KillDisk)

North Korean group definitions are known to have significant overlap, and the name [Lazarus Group](https://attack.mitre.org/groups/G0032) is known to encompass a broad range of activity. Some organizations use the name Lazarus Group to refer to any activity attributed to North Korea.(Citation: US-CERT HIDDEN COBRA June 2017) Some organizations track North Korean clusters or groups such as Bluenoroff,(Citation: Kaspersky Lazarus Under The Hood Blog 2017) [APT37](https://attack.mitre.org/groups/G0067), and [APT38](https://attack.mitre.org/groups/G0082) separately, while other organizations may track some activity associated with those group names by the name Lazarus Group.",https://attack.mitre.org/groups/G0032,31-May-17,18-Mar-21,1.5,,"Guardians of Peace, HIDDEN COBRA, NICKEL ACADEMY, ZINC","(Citation: US-CERT HIDDEN COBRA June 2017), The U.S. Government refers to malicious cyber activity by the North Korean government as HIDDEN COBRA.(Citation: US-CERT HIDDEN COBRA June 2017)(Citation: US-CERT HOPLIGHT Apr 2019), (Citation: Secureworks NICKEL ACADEMY Dec 2017), (Citation: Microsoft ZINC disruption Dec 2017)"
G0077,Leafminer,[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018),https://attack.mitre.org/groups/G0077,17-Oct-18,23-Jun-20,2.2,,Raspite,(Citation: Dragos Raspite Aug 2018)
G0065,Leviathan,"[Leviathan](https://attack.mitre.org/groups/G0065) is a cyber espionage group that has been active since at least 2013. The group generally targets defense and government organizations, but has also targeted a range of industries including engineering firms, shipping and transportation, manufacturing, defense, government offices, and research universities in the United States, Western Europe, and along the South China Sea. (Citation: Proofpoint Leviathan Oct 2017) (Citation: FireEye Periscope March 2018)",https://attack.mitre.org/groups/G0065,18-Apr-18,30-Mar-20,2.1,"Valerii Marchuk, Cybersecurity Help s.r.o.","APT40, TEMP.Jumper, TEMP.Periscope","The group identified by Proofpoint as Leviathan appears to significantly overlap with FireEye's reporting on APT40. Additionally, FireEye reporting on TEMP.Periscope (which was combined into APT40) indicated TEMP.Periscope was reported upon as Leviathan.(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)(Citation: Proofpoint Leviathan Oct 2017), Leviathan was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: FireEye APT40 March 2019), Leviathan was previously reported upon by FireEye as TEMP.Periscope and TEMP.Jumper.(Citation: FireEye Periscope March 2018)(Citation: FireEye APT40 March 2019)"
G0030,Lotus Blossom,[Lotus Blossom](https://attack.mitre.org/groups/G0030) is a threat group that has targeted government and military organizations in Southeast Asia. (Citation: Lotus Blossom Jun 2015),https://attack.mitre.org/groups/G0030,31-May-17,25-Mar-19,2,,"DRAGONFISH, Spring Dragon","(Citation: Accenture Dragonfish Jan 2018), (Citation: Spring Dragon Jun 2015)(Citation: Accenture Dragonfish Jan 2018)"
G0095,Machete,"[Machete](https://attack.mitre.org/groups/G0095) is a suspected Spanish-speaking cyber espionage group that has been active since at least 2010. It has primarily focused its operations within Latin America, with a particular emphasis on Venezuela, but also in the US, Europe, Russia, and parts of Asia. [Machete](https://attack.mitre.org/groups/G0095) generally targets high-profile organizations such as government institutions, intelligence services, and military units, as well as telecommunications and power companies.(Citation: Cylance Machete Mar 2017)(Citation: Securelist Machete Aug 2014)(Citation: ESET Machete July 2019)(Citation: 360 Machete Sep 2020)",https://attack.mitre.org/groups/G0095,13-Sep-19,23-Apr-21,2,"Matias Nicolas Porolli, ESET","APT-C-43, El Machete","(Citation: 360 Machete Sep 2020), (Citation: Cylance Machete Mar 2017)"
G0059,Magic Hound,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, dating back as early as 2014. The group typically targets U.S. and Middle Eastern military organizations, as well as other government personnel, via complex social engineering campaigns.(Citation: FireEye APT35 2018)",https://attack.mitre.org/groups/G0059,16-Jan-18,25-Apr-21,3,Anastasios Pingios; Bryan Lee,"APT35, COBALT ILLUSION, Charming Kitten, ITG18, Newscaster, Phosphorus","(Citation: FireEye APT35 2018), (Citation: Secureworks COBALT ILLUSION Threat Profile), (Citation: ClearSky Charming Kitten Dec 2017)(Citation: Eweek Newscaster and Charming Kitten May 2014)(Citation: ClearSky Kittens Back 2 Oct 2019)(Citation: ClearSky Kittens Back 3 August 2020), (Citation: IBM ITG18 2020), Link analysis of infrastructure and tools revealed a potential relationship between Magic Hound and the older attack campaign called Newscaster (aka Newscasters).(Citation: Unit 42 Magic Hound Feb 2017)(Citation: FireEye APT35 2018), (Citation: Microsoft Phosphorus Mar 2019)(Citation: Microsoft Phosphorus Oct 2020)(Citation: US District Court of DC Phosphorus Complaint 2019)"
G0002,Moafee,"[Moafee](https://attack.mitre.org/groups/G0002) is a threat group that appears to operate from the Guandong Province of China. Due to overlapping TTPs, including similar custom tools, Moafee is thought to have a direct or indirect relationship with the threat group [DragonOK](https://attack.mitre.org/groups/G0017). (Citation: Haq 2014)",https://attack.mitre.org/groups/G0002,31-May-17,30-Mar-20,1.1,,,
G0103,Mofang,"[Mofang](https://attack.mitre.org/groups/G0103) is a likely China-based cyber espionage group, named for its frequent practice of imitating a victim's infrastructure. This adversary has been observed since at least May 2012 conducting focused attacks against government and critical infrastructure in Myanmar, as well as several other countries and sectors including military, automobile, and weapons industries.(Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/groups/G0103,12-May-20,29-May-20,1,,,
G0021,Molerats,"[Molerats](https://attack.mitre.org/groups/G0021) is an Arabic-speaking, politically-motivated threat group that has been operating since 2012. The group's victims have primarily been in the Middle East, Europe, and the United States.(Citation: DustySky)(Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020)",https://attack.mitre.org/groups/G0021,31-May-17,27-Apr-21,2,,"Gaza Cybergang, Operation Molerats","(Citation: DustySky)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020), (Citation: FireEye Operation Molerats)(Citation: Cybereason Molerats Dec 2020)"
G0069,MuddyWater,"[MuddyWater](https://attack.mitre.org/groups/G0069) is an Iranian threat group that has primarily targeted Middle Eastern nations, and has also targeted European and North American nations. The group's victims are mainly in the telecommunications, government (IT services), and oil sectors. Activity from this group was previously linked to [FIN7](https://attack.mitre.org/groups/G0046), but the group is believed to be a distinct group possibly motivated by espionage.(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)(Citation: ClearSky MuddyWater Nov 2018)(Citation: ClearSky MuddyWater June 2019)(Citation: Reaqta MuddyWater November 2017)",https://attack.mitre.org/groups/G0069,18-Apr-18,26-Apr-21,3,,"Earth Vetala , MERCURY, Seedworm, Static Kitten, TEMP.Zagros","(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021), (Citation: Symantec MuddyWater Dec 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021), (Citation: FireEye MuddyWater Mar 2018)(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021)"
G0129,Mustang Panda,"[Mustang Panda](https://attack.mitre.org/groups/G0129) is a China-based cyber espionage threat actor that was first observed in 2017 but may have been conducting operations since at least 2014. [Mustang Panda](https://attack.mitre.org/groups/G0129) has targeted government entities, nonprofits, religious, and other non-governmental organizations in the U.S., Germany, Mongolia, Myanmar, Pakistan, and Vietnam, among others.(Citation: Crowdstrike MUSTANG PANDA June 2018)(Citation: Anomali MUSTANG PANDA October 2019)(Citation: Secureworks BRONZE PRESIDENT December 2019) ",https://attack.mitre.org/groups/G0129,12-Apr-21,25-Apr-21,1,"Kyaw Pyiyt Htet, @KyawPyiytHtet","BRONZE PRESIDENT, RedDelta, TA416","(Citation: Secureworks BRONZE PRESIDENT December 2019), (Citation: Recorded Future REDDELTA July 2020), (Citation: Proofpoint TA416 November 2020)"
G0055,NEODYMIUM,"[NEODYMIUM](https://attack.mitre.org/groups/G0055) is an activity group that conducted a campaign in May 2016 and has heavily targeted Turkish victims. The group has demonstrated similarity to another activity group called [PROMETHIUM](https://attack.mitre.org/groups/G0056) due to overlapping victim and campaign characteristics. (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21) [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",https://attack.mitre.org/groups/G0055,16-Jan-18,25-Mar-19,1,,,
G0019,Naikon,"[Naikon](https://attack.mitre.org/groups/G0019) is a threat group that has focused on targets around the South China Sea.(Citation: Baumgartner Naikon 2015) The group has been attributed to the Chinese People’s Liberation Army’s (PLA) Chengdu Military Region Second Technical Reconnaissance Bureau(Military Unit Cover Designator 78020).(Citation: CameraShy) While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: Baumgartner Golovkin Naikon 2015)",https://attack.mitre.org/groups/G0019,31-May-17,3-Jul-20,1.1,,,
G0014,Night Dragon,[Night Dragon](https://attack.mitre.org/groups/G0014) is a campaign name for activity involving a threat group that has conducted activity originating primarily in China. (Citation: McAfee Night Dragon),https://attack.mitre.org/groups/G0014,31-May-17,15-Oct-20,1.3,,,
